ID;Path;Slice Name;Alias(s);Label;Min;Max;Must Support?;Is Modifier?;Is Summary?;Type(s);Short;Definition;Comments;Requirements;Default Value;Meaning When Missing;Fixed Value;Pattern;Example;Minimum Value;Maximum Value;Maximum Length;Binding Strength;Binding Description;Binding Value Set;Code;Slicing Discriminator;Slicing Description;Slicing Ordered;Slicing Rules;Base Path;Base Min;Base Max;Condition(s);Constraint(s);Mapping: Workflow Pattern;Mapping: FiveWs Pattern Mapping;Mapping: RIM Mapping;Mapping: Object Implementation Information
TestScript.setup.action.common.parameter.modifierExtension;TestScript.setup.action.common.parameter.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.setup.action.common.parameter.name;TestScript.setup.action.common.parameter.name;;;;1;1;;;;"string
";Name of the parameter from the identified common collection of actions;The name of this parameter from the identified common collection of actions from this or an external TestScript.;;;;;;;;;;;;;;;;;;;TestScript.setup.action.common.parameter.name;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.common.parameter.value;TestScript.setup.action.common.parameter.value;;;;1;1;;;;"string
";Value to assign to the parameter from the identified common collection of actions;The value to assign to this parameter from the identified common collection of actions from this or an external TestScript.;The value data type is a generic string where the expectation is the actual value may be assigned to any action.opertion or action.assert element. The FHIR test engine must correctly assign the value to the target element's data type.;;;;;;;;;;;;;;;;;;TestScript.setup.action.common.parameter.value;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation;TestScript.setup.action.operation;;;;0;1;;;;"BackboneElement
";The setup operation to perform;The operation to perform.;;;;;;;;;;;;;;;;;;;TestScript.setup.action.operation;0;1;"tst-1
";"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
tst-7:Setup operation SHALL contain either sourceId or targetId or params or url. {sourceId.exists() or (targetId.count() + url.count() + params.count() = 1) or (type.code in ('capabilities' |'search' | 'transaction' | 'history'))}";;;;
TestScript.setup.action.operation.id;TestScript.setup.action.operation.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.setup.action.operation.extension;TestScript.setup.action.operation.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.setup.action.operation.modifierExtension;TestScript.setup.action.operation.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.setup.action.operation.type;TestScript.setup.action.operation.type;;;;0;1;;;;"Coding
";The operation code type that will be executed;Server interaction or operation type.;See the list of [server interactions](http.html).;;;;;;;;;;extensible;FHIR Operation Code Types;http://hl7.org/fhir/ValueSet/testscript-operation-codes;;;;;;TestScript.setup.action.operation.type;0;1;"tst-7
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.resource;TestScript.setup.action.operation.resource;;;;0;1;;;;"uri
";Resource type;The type of the FHIR resource. See the [resource list](resourcelist.html). Data type of uri is needed when non-HL7 artifacts are identified.;"If ""url"" element is specified, then ""targetId"", ""params"", and ""resource"" elements will be ignored as ""url"" element will have everything needed for constructing the request url.  If ""params"" element is specified, then ""targetId"" element is ignored. For FHIR operations that require a resource (e.g. ""read"" and ""vread"" operations), the ""resource"" element must be specified when ""params"" element is specified.  If ""url"" and ""params"" elements are absent, then the request url will be constructed from ""targetId"" fixture if present. For ""read"" operation, the resource and id values will be extracted from ""targetId"" fixture and used to construct the url. For ""vread"" and ""history"" operations, the versionId value will also be used.";;;;;;;;;;extensible;A list of all the concrete types defined in this version of the FHIR specification - Data Types and Resource Types.;http://hl7.org/fhir/ValueSet/concrete-fhir-types;;;;;;TestScript.setup.action.operation.resource;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.label;TestScript.setup.action.operation.label;;;;0;1;;;;"string
";Tracking/logging operation label;The label would be used for tracking/logging purposes by test engines.;This has no impact on the verification itself.;;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.label;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.description;TestScript.setup.action.operation.description;;;;0;1;;;;"string
";Tracking/reporting operation description;The description would be used by test engines for tracking and reporting purposes.;This has no impact on the verification itself.;;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.description;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.accept;TestScript.setup.action.operation.accept;;;;0;1;;;;"code
";Mime type to accept in the payload of the response, with charset etc;The mime-type to use for RESTful operation in the 'Accept' header.;If this is specified, then test engine shall set the 'Accept' header to the corresponding value.  If you'd like to explicitly set the 'Accept' to some other value then use the 'requestHeader' element.;;;;;;application/fhir+xml;;;;required;"The mime type of an attachment. Any valid mime type is allowed (BCP 13; RFCs 2045, 2046, 2047, 4288, 4289 and 2049), and also `json`, `xml`, and `ttl`.";http://hl7.org/fhir/ValueSet/supplemented-mimetypes|6.0.0-ballot2;;;;;;TestScript.setup.action.operation.accept;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.contentType;TestScript.setup.action.operation.contentType;;;;0;1;;;;"code
";Mime type of the request payload contents, with charset etc;The mime-type to use for RESTful operation in the 'Content-Type' header.;If this is specified, then test engine shall set the 'Content-Type' header to the corresponding value.  If you'd like to explicitly set the 'Content-Type' to some other value then use the 'requestHeader' element.;;;;;;application/fhir+xml;;;;required;"The mime type of an attachment. Any valid mime type is allowed (BCP 13; RFCs 2045, 2046, 2047, 4288, 4289 and 2049), and also `json`, `xml`, and `ttl`.";http://hl7.org/fhir/ValueSet/supplemented-mimetypes|6.0.0-ballot2;;;;;;TestScript.setup.action.operation.contentType;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.destination;TestScript.setup.action.operation.destination;;;;0;1;;;;"integer
";Server responding to the request;The test system where the request message is destined. Must be one of the test system indices listed in TestScript.testSystem section.;If multiple TestScript.testSystem elements are defined and operation.destination is undefined, the test engine will report an error as it cannot determine what destination test system to use for the exchange.;;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.destination;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.encodeRequestUrl;TestScript.setup.action.operation.encodeRequestUrl;;;;1;1;;;;"boolean
";Whether or not to send the request url in encoded format;Whether or not to implicitly send the request url in encoded format. The default is true to match the standard RESTful client behavior. Set to false when communicating with a server that does not support encoded url paths.;;;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.encodeRequestUrl;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.method;TestScript.setup.action.operation.method;;;;0;1;;;;"code
";delete | get | options | patch | post | put | head;The HTTP method the test engine MUST use for this operation regardless of any other operation details.;The primary purpose of the explicit HTTP method is support of  HTTP POST method invocation of the FHIR search. Other uses will include support of negative testing.;;;;;;;;;;required;The allowable request method or HTTP operation codes.;http://hl7.org/fhir/ValueSet/http-operations|6.0.0-ballot2;;;;;;TestScript.setup.action.operation.method;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.origin;TestScript.setup.action.operation.origin;;;;0;1;;;;"integer
";Server initiating the request;The test system where the request message originates. Must be one of the test system indices listed in TestScript.testSystem section.;If absent, the test engine will send the message. When present, the test engine will not send the request message but will wait for the request message to be sent from this test system.;;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.origin;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.params;TestScript.setup.action.operation.params;;;;0;1;;;;"string
";Explicitly defined path parameters;Path plus parameters after [type].  Used to set parts of the request URL explicitly.;"If ""url"" element is specified, then ""targetId"", ""params"", and ""resource"" elements will be ignored as ""url"" element will have everything needed for constructing the request url.  If ""params"" element is specified, then ""targetId"" element is ignored.  For FHIR operations that require a resource (e.g. ""read"" and ""vread"" operations), the ""resource"" element must be specified when ""params"" element is specified.  If ""url"" and ""params"" elements are absent, then the request url will be constructed from ""targetId"" fixture if present.  For ""read"" operation, the resource and id values will be extracted from ""targetId"" fixture and used to construct the url.  For ""vread"" and ""history"" operations, the versionId value will also be used.   Test engines would append whatever is specified for ""params"" to the URL after the resource type without tampering with the string (beyond encoding the URL for HTTP).  The ""params"" element does not correspond exactly to ""search parameters"".  Nor is it the ""path"".  It corresponds to the part of the URL that comes after the [type] (when ""resource"" element is specified); e.g. It corresponds to ""/[id]/_history/[vid] {?_format=[mime-type]}"" in the following operation: GET [base]/[type]/[id]/_history/[vid] {?_format=[mime-type]}  Test engines do have to look for placeholders (${}) and replace the variable placeholders with the variable values at runtime before sending the request.";;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.params;0;1;"tst-7
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.requestHeader;TestScript.setup.action.operation.requestHeader;;;;0;*;;;;"BackboneElement
";Each operation can have one or more header elements;Header elements would be used to set HTTP headers.;"This gives control to test-script writers to set headers explicitly based on test requirements.  It will allow for testing using:  - ""If-Modified-Since"" and ""If-None-Match"" headers.  [""If-Match"" header](http.html#2.1.0.5.1).  See [Conditional Create using ""If-None-Exist""](http.html#2.1.0.11).  See [Invalid ""Content-Type"" header](http.html#2.1.0.13.1) for negative testing. - etc.";;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.requestHeader;0;*;;"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.requestHeader.id;TestScript.setup.action.operation.requestHeader.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.setup.action.operation.requestHeader.extension;TestScript.setup.action.operation.requestHeader.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.setup.action.operation.requestHeader.modifierExtension;TestScript.setup.action.operation.requestHeader.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.setup.action.operation.requestHeader.field;TestScript.setup.action.operation.requestHeader.field;;;;1;1;;;;"string
";HTTP header field name;"The HTTP header field e.g. ""Accept"".";If header element is specified, then field is required.;;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.requestHeader.field;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.requestHeader.value;TestScript.setup.action.operation.requestHeader.value;;;;1;1;;;;"string
";HTTP headerfield value;"The value of the header e.g. ""application/fhir+xml"".";"If header element is specified, then value is required.  No conversions will be done by the test engine e.g. ""xml"" to ""application/fhir+xml"".  The values will be set in HTTP headers ""as-is"".  Test engines do have to look for placeholders (${}) and replace the variable placeholders with the variable values at runtime before sending the request.";;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.requestHeader.value;1;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.requestId;TestScript.setup.action.operation.requestId;;;;0;1;;;;"id
";Fixture Id of mapped request;The fixture id (maybe new) to map to the request.;"If a requestId is supplied, then the resulting request (both headers and body) is mapped to the fixture ID (which may be entirely new and previously undeclared) designated by ""requestId"".  If requestId is not specified, it is the test engine's responsibility to store the request and use it as the requestId in subsequent assertions when assertion path and/or headerField is specified, direction is equal to request, and the requestId in not specified.";;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.requestId;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.responseId;TestScript.setup.action.operation.responseId;;;;0;1;;;;"id
";Fixture Id of mapped response;The fixture id (maybe new) to map to the response.;"If a responseId is supplied, and the server responds, then the resulting response (both headers and body) is mapped to the fixture ID (which may be entirely new and previously undeclared) designated by ""responseId"".  If responseId is not specified, it is the test engine's responsibility to store the response and use it as the responseId in subsequent assertions when assertion path and/or headerField is specified and the responseId is not specified.";;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.responseId;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.sourceId;TestScript.setup.action.operation.sourceId;;;;0;1;;;;"id
";Fixture Id of body for PUT and POST requests;The id of the fixture used as the body of a PUT or POST request.;;;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.sourceId;0;1;"tst-7
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.targetId;TestScript.setup.action.operation.targetId;;;;0;1;;;;"id
";Id of fixture used for extracting the [id],  [type], and [vid] for GET requests;Id of fixture used for extracting the [id],  [type], and [vid] for GET requests.;"If ""url"" element is specified, then ""targetId"", ""params"", and ""resource"" elements will be ignored as ""url"" element will have everything needed for constructing the request url.  If ""params"" element is specified, then ""targetId"" element is ignored.  For FHIR operations that require a resource (e.g. ""read"" and ""vread"" operations), the ""resource"" element must be specified when ""params"" element is specified.  If ""url"" and ""params"" elements are absent, then the request url will be constructed from ""targetId"" fixture if present.  For ""read"" operation, the resource and id values will be extracted from ""targetId"" fixture and used to construct the url.  For ""vread"" and ""history"" operations, the versionId value will also be used.";;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.targetId;0;1;"tst-7
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.operation.url;TestScript.setup.action.operation.url;;;;0;1;;;;"string
";Request URL;Complete request URL.;"Used to set the request URL explicitly.  If ""url"" element is defined, then ""targetId"", ""resource"", and ""params"" elements will be ignored.  Test engines would use whatever is specified in ""url"" without tampering with the string (beyond encoding the URL for HTTP).  Test engines do have to look for placeholders (${}) and replace the variable placeholders with the variable values at runtime before sending the request.";;;;;;;;;;;;;;;;;;TestScript.setup.action.operation.url;0;1;"tst-7
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert;TestScript.setup.action.assert;;;;0;1;;;;"BackboneElement
";The assertion to perform;Evaluates the results of previous operations to determine if the server under test behaves appropriately.;In order to evaluate an assertion, the request, response, and results of the most recently executed operation must always be maintained by the test engine.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert;0;1;"tst-1
";"ele-1:All FHIR elements must have a @value or children or both {hasValue() or (children().count() > id.count())}
tst-5:Only a single assertion SHALL be present within setup action assert element. {extension.exists() or (contentType.count() + expression.count() + headerField.count() + minimumId.count() + navigationLinks.count() + path.count() + requestMethod.count() + resource.count() + responseCode.count() + response.count() + validateProfileId.count() <=1) or (((expression.count() + minimumId.count() <=2) or (expression.count() + validateProfileId.count() <=2)) and (expression.count() + path.count() <=1) and (minimumId.count() + validateProfileId.count() <=1)) or (((path.count() + minimumId.count() <=2) or (path.count() + validateProfileId.count() <=2)) and (expression.count() + path.count() <=1) and (minimumId.count() + validateProfileId.count() <=1))}tst-10:Setup action assert SHALL contain either compareToSourceId and compareToSourceExpression, compareToSourceId and compareToSourcePath or neither. {compareToSourceId.empty() xor (compareToSourceExpression.exists() or compareToSourcePath.exists())}tst-12:Setup action assert response and responseCode SHALL be empty when direction equals request {(response.empty() and responseCode.empty() and direction = 'request') or direction.empty() or direction = 'response'}";;;;
TestScript.setup.action.assert.id;TestScript.setup.action.assert.id;;;;0;1;;;;"string
";Unique id for inter-element referencing;Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.;;;;;;;;;;;;;;;;;;;Element.id;0;1;"ele-1
";;;;n/a;
TestScript.setup.action.assert.extension;TestScript.setup.action.assert.extension;;"extensions
user content";;0;*;;;;"Extension
";Additional content defined by implementations;May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.;There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;;;;;;;;;;;;;;;;;;Element.extension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;n/a;
TestScript.setup.action.assert.modifierExtension;TestScript.setup.action.assert.modifierExtension;;"extensions
user contentmodifiers";;0;*;;Y;Y;"Extension
";Extensions that cannot be ignored even if unrecognized;"May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).";There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.;Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](extensibility.html#modifierExtension).;;;;;;;;;;;;;;;;;BackboneElement.modifierExtension;0;*;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;N/A;
TestScript.setup.action.assert.label;TestScript.setup.action.assert.label;;;;0;1;;;;"string
";Tracking/logging assertion label;The label would be used for tracking/logging purposes by test engines.;This has no impact on the verification itself.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.label;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.description;TestScript.setup.action.assert.description;;;;0;1;;;;"string
";Tracking/reporting assertion description;The description would be used by test engines for tracking and reporting purposes.;This has no impact on the verification itself.;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.description;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.direction;TestScript.setup.action.assert.direction;;;;0;1;;;;"code
";response | request;The direction to use for the assertion.;"If the direction is specified as ""response"" (the default), then the processing of this assert is against the received response message. If the direction is specified as ""request"", then the processing of this assert is against the sent request message.";;;;;;;;;;required;The direction to use for assertions.;http://hl7.org/fhir/ValueSet/assert-direction-codes|6.0.0-ballot2;;;;;;TestScript.setup.action.assert.direction;0;1;"tst-12
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.compareToSourceId;TestScript.setup.action.assert.compareToSourceId;;;;0;1;;;;"string
";Id of the source fixture to be evaluated;"Id of the source fixture used as the contents to be evaluated by either the ""source/expression"" or ""sourceId/path"" definition.";;;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.compareToSourceId;0;1;"tst-10
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.compareToSourceExpression;TestScript.setup.action.assert.compareToSourceExpression;;;;0;1;;;;"string
";The FHIRPath expression to evaluate against the source fixture;The FHIRPath expression for a specific value to evaluate against the source fixture. When compareToSourceId is defined, either compareToSourceExpression or compareToSourcePath must be defined, but not both.;"Thefhirpath expression to be evaluated against the expected fixture to compare to. Ignored if ""assert.value"" is used. The evaluation will be done before the assertion is evaluated.";;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.compareToSourceExpression;0;1;"tst-10
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.compareToSourcePath;TestScript.setup.action.assert.compareToSourcePath;;;;0;1;;;;"string
";XPath or JSONPath expression to evaluate against the source fixture;XPath or JSONPath expression to evaluate against the source fixture. When compareToSourceId is defined, either compareToSourceExpression or compareToSourcePath must be defined, but not both.;"The XPath or JSONPath expression to be evaluated against the expected fixture to compare to. Ignored if ""assert.value"" is used. The evaluation will be done before the assertion is evaluated.";;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.compareToSourcePath;0;1;"tst-10
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.contentType;TestScript.setup.action.assert.contentType;;;;0;1;;;;"code
";Mime type to compare against the 'Content-Type' header;The mime-type contents to compare against the request or response message 'Content-Type' header.;"If this is specified, then test engine shall confirm that the content-type of the last operation's headers is set to this value.  If ""assert.sourceId"" element is specified, then the evaluation will be done against the headers mapped to that sourceId (and not the last operation's headers).  If you'd like to have more control over the string, then use 'assert.headerField' instead.";;;;;;application/fhir+xml;;;;required;"The mime type of an attachment. Any valid mime type is allowed (BCP 13; RFCs 2045, 2046, 2047, 4288, 4289 and 2049), and also `json`, `xml`, and `ttl`.";http://hl7.org/fhir/ValueSet/supplemented-mimetypes|6.0.0-ballot2;;;;;;TestScript.setup.action.assert.contentType;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.defaultManualCompletion;TestScript.setup.action.assert.defaultManualCompletion;;;;0;1;;;;"code
";fail | pass | skip | stop;The default manual completion outcome applied to this assertion.;Manual completion is used to pause the test engine execution and evaluation allowing an external review of the defined assert condition. The defaultManualCompletion defines the default manual completion outcome applied if one of the enumerated values is not applied.;;;If defaultManualCompletion is not specified, then the default manual completion outcome will be 'skip'.;;;;;;;required;The default type of manual completion to use for assertion.;http://hl7.org/fhir/ValueSet/assert-manual-completion-codes|6.0.0-ballot2;;;;;;TestScript.setup.action.assert.defaultManualCompletion;0;1;;"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.expression;TestScript.setup.action.assert.expression;;;;0;1;;;;"string
";The FHIRPath expression to be evaluated;The FHIRPath expression to be evaluated against the request or response message contents - HTTP headers and payload.;"If both ""expression"" and a ""fixtureId"" are specified, then the expression will be evaluated against the request or response body mapped to the fixtureId. If ""expression"" is specified and a ""fixtureId"" is not, then the expression will be evaluated against the response body of the last operation. Test engines are to store the request and response body and headers of the last operation at all times for subsequent assertions.

The FHIRPath expression can be evaluated as either a path to a specific value or as a boolean expression against the given FHIR resource. When the FHIRPath is a boolean expression, the assert.value element is not used. See [Testing FHIR Use Expressions](testing.html#expressions).";;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.expression;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
TestScript.setup.action.assert.headerField;TestScript.setup.action.assert.headerField;;;;0;1;;;;"string
";HTTP header field name;The HTTP header field name e.g. 'Location'.;"If ""headerField"" is specified then ""value"" must be specified.  If ""sourceId"" is not specified, then ""headerField"" will be evaluated against the last operation's response headers.  Test engines are to keep track of the last operation's response body and response headers.";;;;;;;;;;;;;;;;;;TestScript.setup.action.assert.headerField;0;1;"tst-5
";"ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
";;;;
